0 0 
3.234679 0 

0 0 
0 2.675387 

3.234679 0 
3.234679 2.675387 

0 2.675387 
3.234679 2.675387 

2.22143339173, 0.35990290612 1.0
2.49844665153, 1.32076900184 0.637556

8.24171484131, 6.79779269365 1.0
7.96470158151, 5.83692659793 0.637556


